name,Canonical SMILES,InChIKey,Toxicity Value,SPECTRUMID
disulfoton [M+H]+,CCOP(=S)(OCC)SCCSCC,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,10.79948837,CCMSLIB00006581668
azinphos-methyl [M+H]+,COP(=S)(OC)SCn1nnc2ccccc2c1=O,CJJOSEISRRTUQB-UHFFFAOYSA-N,79.99193272,CCMSLIB00006581673
isoprothiolane [M+H]+,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,UFHLMYOGRXOCSL-UHFFFAOYSA-N,1019.978927,CCMSLIB00006581675
Cycloate [M+H]+,CCSC(=O)N(CC)C1CCCCC1,DFCAFRGABIXSDS-UHFFFAOYSA-N,1599.985142,CCMSLIB00006581679
(Z)-chlorfenvinfos [M+H]+,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,FSAVDKDHPDSCTO-UHFFFAOYSA-N,125.009386,CCMSLIB00006581688
chlorpyrifos-methyl [M+H]+,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,HRBKVYFZANMGRE-UHFFFAOYSA-N,2249.74189,CCMSLIB00006581689
coumaphos [M+H]+,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,BXNANOICGRISHX-UHFFFAOYSA-N,58.00463648,CCMSLIB00006581690
chlorpyrifos [M+H]+,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,SBPBAQFWLVIOKP-UHFFFAOYSA-N,504.0129378,CCMSLIB00006581694
ethion [M+H]+,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,RIZMRRKBZQXFOY-UHFFFAOYSA-N,40.00135245,CCMSLIB00006581696
mecarbam [M+H]+,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,KLGMSAOQDHLCOS-UHFFFAOYSA-N,65.00394674,CCMSLIB00006581720
methidathion [M+H]+,COc1nn(CSP(=S)(OC)OC)c(=O)s1,MEBQXILRKZHVCX-UHFFFAOYSA-N,24.99677512,CCMSLIB00006581724
phenthoate [M+H]+,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,XAMUDJHXFNRLCY-UHFFFAOYSA-N,377.0329494,CCMSLIB00006581730
pirimiphos-methyl [M+H]+,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,QHOQHJPRIBSPCY-UHFFFAOYSA-N,1000.000001,CCMSLIB00006581735
quinalphos [M+H]+,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,JYQUHIFYBATCCY-UHFFFAOYSA-N,249.9966479,CCMSLIB00006581739
tolylfluanid [M+H]+,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,HYVWIQDYBVKITD-UHFFFAOYSA-N,250.0259167,CCMSLIB00006581746
phosalone [M+H]+,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,IOUNQDKNJZEDEP-UHFFFAOYSA-N,149.993475,CCMSLIB00006581750
chloridazon [M+H]+,Nc1cnn(-c2ccccc2)c(=O)c1Cl,WYKYKTKDBLFHCY-UHFFFAOYSA-N,492.9844304,CCMSLIB00006581757
phenmedipham [M+H]+,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,IDOWTHOLJBTAFI-UHFFFAOYSA-N,3999.946725,CCMSLIB00006581781
phoxim [M+H]+,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,ATROHALUCMTWTB-UHFFFAOYSA-N,599.9919539,CCMSLIB00006581783
thiodicarb [M+H]+,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,XDOTVMNBCQVZKG-UHFFFAOYSA-N,160.0094788,CCMSLIB00006581823
methiocarb [M+H]+,CNC(=O)Oc1cc(C)c(SC)c(C)c1,YFBPRJGDJKVWAH-UHFFFAOYSA-N,39.99946739,CCMSLIB00006581859
BSPBio_001473 CollisionEnergy:102040 M-H,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,JJSYXNQGLHBRRK-UHFFFAOYSA-N,2499.731541,CCMSLIB00010111678
bucinnazine M+H,CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1,ZQBMUHABRSEAIK-UHFFFAOYSA-N,700.0205593,CCMSLIB00009919382
Eugenol M-H,C=CCc1ccc(O)c(OC)c1,RRAFCDWBNXTKKO-UHFFFAOYSA-N,2129.948113,CCMSLIB00011428705
Dimetilan M+H,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,RDBIYWSVMRVKSG-UHFFFAOYSA-N,62.99921337,CCMSLIB00011906141
FENSPIRIDE [M+Na]+,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,FVNFBBAOMBJTST-UHFFFAOYSA-N,259.993009,CCMSLIB00012465050
SULFAMETHOXYPYRIDAZINE [M+H]+,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,VLYWMPOKSSWJAL-UHFFFAOYSA-N,2810.010026,CCMSLIB00012465200
MINOXIDIL_metabolite_005 [M+Na]+,O=CCCCC=O,SXRSQZLOMIGNAQ-UHFFFAOYSA-N,50.00149827,CCMSLIB00012465273
PENFLURIDOL [M+H]+,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,MDLAAYDRRZXJIF-UHFFFAOYSA-N,90.00463768,CCMSLIB00012465808
METFORMIN [M+H]+,CN(C)C(=N)N=C(N)N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,499.9729028,CCMSLIB00012465855
PHENOXYBENZAMINE [M+H]+,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,QZVCTJOXCFMACW-UHFFFAOYSA-N,499.9456944,CCMSLIB00012465870
VALPROATE [M+H]+,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,823.9771454,CCMSLIB00012466278
CYCLOSERINE [M+Na]+,NC1CONC1=O,DYDCUQKUCUHJBH-UHFFFAOYSA-N,1999.94123,CCMSLIB00012466316
THONZYLAMINE [M+H]+,COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,GULNIHOSWFYMRN-UHFFFAOYSA-N,492.9845065,CCMSLIB00012467849
CLOPIDOL [M+H]+,Cc1[nH]c(C)c(Cl)c(=O)c1Cl,ZDPIZLCVJAAHHR-UHFFFAOYSA-N,7999.791707,CCMSLIB00012467937
METHAPYRILENE [M+H]+,CN(C)CCN(Cc1cccs1)c1ccccn1,HNJJXZKZRAWDPF-UHFFFAOYSA-N,374.9942614,CCMSLIB00012468052
CYPERMETHRIN [M+H]+,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,KAATUXNTWXVJKI-UHFFFAOYSA-N,499.9951963,CCMSLIB00012468311
CYCLANDELATE [M+H]+,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,WZHCOOQXZCIUNC-UHFFFAOYSA-N,3950.343014,CCMSLIB00012468347
PROTRYPTYLINE [M+H]+,CNCCCC1c2ccccc2C=Cc2ccccc21,BWPIARFWQZKAIA-UHFFFAOYSA-N,180.0109346,CCMSLIB00012468533
ASTEMIZOLE [M+H]+,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,GXDALQBWZGODGZ-UHFFFAOYSA-N,933.0386568,CCMSLIB00012468653
PIPENZOLATE [M]+,CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,WPUKUEMZZRVAKZ-UHFFFAOYSA-N,500.0423166,CCMSLIB00012468712
beta-NAPHTHOL [M+H]+,Oc1ccc2ccccc2c1,JWAZRIHNYRIHIV-UHFFFAOYSA-N,1334.97222,CCMSLIB00012468949
NONOXYNOL-9_metabolite_066 [M+Na]+,OCCOCCOCCOCCOCCO,JLFNLZLINWHATN-UHFFFAOYSA-N,22500.00002,CCMSLIB00012468969
GITOXIN [M+K]+,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,LKRDZKPBAOKJBT-UHFFFAOYSA-N,129.9918432,CCMSLIB00012470521
CYCLOLEUCINE [M+Na]+,NC1(C(=O)O)CCCC1,NILQLFBWTXNUOE-UHFFFAOYSA-N,140.001084,CCMSLIB00012471014
CONVALLATOXIN [M+Na]+,CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,HULMNSIAKWANQO-UHFFFAOYSA-N,49.99591385,CCMSLIB00012471055
troxipide [M+H]+,COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,YSIITVVESCNIPR-UHFFFAOYSA-N,689.9976556,CCMSLIB00012284147
Isopropyl Phenazone [M+H]+,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,PXWLVJLKJGVOKE-UHFFFAOYSA-N,1049.995441,CCMSLIB00012296988
ANETHOLE [M+NH4]+,CC=Cc1ccc(OC)cc1,RUVINXPYWBROJD-UHFFFAOYSA-N,2163.424181,CCMSLIB00012306847
Arbidol [M+H]+,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,KCFYEAOKVJSACF-UHFFFAOYSA-N,2999.849193,CCMSLIB00012311724
mecamylamine [M+H]+,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N,174.9937235,CCMSLIB00012315480
Buformin [M+H]+,CCCCNC(=N)N=C(N)N,XSEUMFJMFFMCIU-UHFFFAOYSA-N,57.99963105,CCMSLIB00012330529
Dimethyloctadecylbenzylammonium [M]+,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,FWLORMQUOWCQPO-UHFFFAOYSA-N,499.9948552,CCMSLIB00012334451
oxatomide [M+H]+,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,BAINIUMDFURPJM-UHFFFAOYSA-N,320.0270064,CCMSLIB00012343725
Escin [M+H]+,CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,AXNVHPCVMSNXNP-UHFFFAOYSA-N,298.8392447,CCMSLIB00012352091
lanatoside C [M+H]+,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,JAYAGJDXJIDEKI-UHFFFAOYSA-N,99.99725929,CCMSLIB00012354331
amifostine [M+H]+,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N,635.0088921,CCMSLIB00012361539
MALTOL [M+H]+,Cc1occc(=O)c1O,XPCTZQVDEJYUGT-UHFFFAOYSA-N,1409.988819,CCMSLIB00013032365
Dimemorfan [M+H]+,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,KBEZZLAAKIIPFK-UHFFFAOYSA-N,527.9896629,CCMSLIB00013065615
Dichlorophen [M-H]-,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,MDNWOSOZYLHTCG-UHFFFAOYSA-N,1249.967488,CCMSLIB00012322839
MCPA [M-H]-,Cc1cc(Cl)ccc1OCC(=O)O,WHKUVVPPKQRRBV-UHFFFAOYSA-N,699.9965105,CCMSLIB00012329985
"1,5-NAPHTHALENEDISULFONIC ACID [M-H]-",O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,XTEGVFVZDVNBPF-UHFFFAOYSA-N,46999.67398,CCMSLIB00012346465
4-Methoxybenzaldehyde [M+FA]-,COc1ccc(C=O)cc1,ZRSNZINYAWTAHE-UHFFFAOYSA-N,1259.999999,CCMSLIB00012351319
Ethylparaben [M-H]-,CCOC(=O)c1ccc(O)cc1,NUVBSKCKDOMJSU-UHFFFAOYSA-N,1999.927789,CCMSLIB00012855429
Methyl anthranilate (known structural isomers: 0; isobaric peaks in run: 1) [M+H]+,COC(=O)c1ccccc1N,VAMXMNNIEUEQDV-UHFFFAOYSA-N,2779.908051,CCMSLIB00013576276
2-Phenylethanol (known structural isomers: 0; isobaric peaks in run: 4) [M+H]+,OCCc1ccccc1,WRMNZCZEMHIOCP-UHFFFAOYSA-N,2539.854459,CCMSLIB00013576422
Allyl hexanoate (known structural isomers: 1; isobaric peaks in run: 1) [M+H]+,C=CCOC(=O)CCCCC,RCSBILYQLVXLJG-UHFFFAOYSA-N,279.9910386,CCMSLIB00013576469
4-Nitroaniline M+H,Nc1ccc([N+](=O)[O-])cc1,TYMLOMAKGOJONV-UHFFFAOYSA-N,449.9804531,CCMSLIB00012728791
2-Nitroaniline M+H,Nc1ccccc1[N+](=O)[O-],DPJCXCZTLWNFOH-UHFFFAOYSA-N,2349.897919,CCMSLIB00012728798
"""1,2,3-Benzotriazole"" M+H",c1ccc2n[nH]nc2c1,QRUDEWIWKLJBPS-UHFFFAOYSA-N,499.9706192,CCMSLIB00012728812
"""1,3-Diphenylguanidine"" M+H",N=C(Nc1ccccc1)Nc1ccccc1,OWRCNXZUPFZXOS-UHFFFAOYSA-N,249.9905336,CCMSLIB00012728813
Dichlofluanid M+H,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,WURGXGVFSMYFCG-UHFFFAOYSA-N,944.8950736,CCMSLIB00012728818
Difenacoum M+H,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,FVQITOLOYMWVFU-UHFFFAOYSA-N,49.99662567,CCMSLIB00012728819
Dazomet M+H,CN1CSC(=S)N(C)C1,QAYICIQNSGETAS-UHFFFAOYSA-N,160.0167608,CCMSLIB00012728846
Carbuterol_CE15 M+H,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,KEMXXQOFIRIICG-UHFFFAOYSA-N,2039.931322,CCMSLIB00013933908
Fenthion_CE15 M+H,COP(=S)(OC)Oc1ccc(SC)c(C)c1,PNVJTZOFSHSLTO-UHFFFAOYSA-N,259.9673058,CCMSLIB00013937748
Demeton-S-methyl-sulfone_CE15 M+H,CCS(=O)(=O)CCSP(=O)(OC)OC,PZIRJMYRYORVIT-UHFFFAOYSA-N,120.0050327,CCMSLIB00013937776
Demeton-S-methyl sulfoxide; Oxydemeton-methyl_CE15 M+H,CCS(=O)CCSP(=O)(OC)OC,PMCVMORKVPSKHZ-UHFFFAOYSA-N,120.0048722,CCMSLIB00013937916
Piperalin_CE15 M+H,CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,BZGLBXYQOMFXAU-UHFFFAOYSA-N,1559.740201,CCMSLIB00013938077
Dimefox_CE15 M+H,CN(C)P(=O)(F)N(C)C,PGJBQBDNXAZHBP-UHFFFAOYSA-N,3.999870238,CCMSLIB00013938497
Pyridaphenthion_CE15 M+H,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,CXJSOEPQXUCJSA-UHFFFAOYSA-N,512.9984932,CCMSLIB00013938789
Tridemorph_CE15 M+H,CCCCCCCCCCCCCN1CC(C)OC(C)C1,YTOPFCCWCSOHFV-UHFFFAOYSA-N,999.9092525,CCMSLIB00013939361
Iprobenfos_CE15 M+H,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,FCOAHACKGGIURQ-UHFFFAOYSA-N,419.9868911,CCMSLIB00013939375
Hexazinone_CE15 M+H,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,CAWXEEYDBZRFPE-UHFFFAOYSA-N,859.9727334,CCMSLIB00013939403
Demethon-S-methyl_CE15 M+Na,CCSCCSP(=O)(OC)OC,WEBQKRLKWNIYKK-UHFFFAOYSA-N,110.004299,CCMSLIB00013939466
Fensulfothion_CE15 M+H,CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,XDNBJTQLKCIJBV-UHFFFAOYSA-N,9.001138275,CCMSLIB00013939473
Picloram_CE15 M+H,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,NQQVFXUMIDALNH-UHFFFAOYSA-N,2420.39087,CCMSLIB00013939494
Dimethirimol_CE15 M+H,CCCCc1c(C)[nH]c(N(C)C)nc1=O,CJHXCRMKMMBYJQ-UHFFFAOYSA-N,499.9928329,CCMSLIB00013939522
Edifenphos_CE15 M+H,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,AWZOLILCOUMRDG-UHFFFAOYSA-N,350.0225534,CCMSLIB00013939578
Crufomate_CE15 M+H,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,BOFHKBLZOYVHSI-UHFFFAOYSA-N,999.9828603,CCMSLIB00013939669
Bendiocarb_CE15 M+H,CNC(=O)Oc1cccc2c1OC(C)(C)O2,XEGGRYVFLWGFHI-UHFFFAOYSA-N,34.99874567,CCMSLIB00013939732
Brodifacoum_CE15 M+H,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,VEUZZDOCACZPRY-UHFFFAOYSA-N,2.799860917,CCMSLIB00013939802
Benzoylprop ethyl_CE15 M+H,CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,SLCGUGMPSUYJAY-UHFFFAOYSA-N,1499.819791,CCMSLIB00013939977
Tetrachlorvinphos_CE15 M+H,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,UBCKGWBNUIFUST-UHFFFAOYSA-N,1600.157393,CCMSLIB00013940166
Paraoxon-methyl_CE15 M+H,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,BAFQDKPJKOLXFZ-UHFFFAOYSA-N,82.99899244,CCMSLIB00013940187
Fenitrothion_CE30 M+H,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,ZNOLGFHPUIJIMJ-UHFFFAOYSA-N,500.0036068,CCMSLIB00013940292
"""4,4'-Diaminodiphenylmethane; 4,4'-Methylenedianiline_CE15"" M+H",Nc1ccc(Cc2ccc(N)cc2)cc1,YBRVSVVVWCFQMG-UHFFFAOYSA-N,259.988198,CCMSLIB00013940467
Cinmetacin [CCS=193.809] [M+H]+,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,NKPPORKKCMYYTO-UHFFFAOYSA-N,540.0216378,CCMSLIB00016264375
Plafibride [CCS=196.3] [M+H]+,CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(=O)NCN1CCOCC1,DDDQVDIPBFGVIG-UHFFFAOYSA-N,2167.926883,CCMSLIB00016265230
FOMINOBEN [CCS=203.128] [M+Na]+,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,KSNNEUZOAFRTDS-UHFFFAOYSA-N,2113.031548,CCMSLIB00016266500
METHDILAZINE [CCS=173.97] [M+H]+,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,HTMIBDQKFHUPSX-UHFFFAOYSA-N,262.9653993,CCMSLIB00016266886
OXYFEDRINE [CCS=185.702] [M+H]+,COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,GDYUVHBMFVMBAF-UHFFFAOYSA-N,340.0032545,CCMSLIB00016267339
Bumecaine [CCS=177.86] [M+H]+,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,VEPZOLKTNZOTTQ-UHFFFAOYSA-N,6282.237589,CCMSLIB00016267696
Clothiapine [CCS=184.503] [M+H]+,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,KAAZGXDPUNNEFN-UHFFFAOYSA-N,151.994355,CCMSLIB00016267802
MEDROGESTONE [CCS=191.953] [M+H]+,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,HCFSGRMEEXUOSS-UHFFFAOYSA-N,849.9825254,CCMSLIB00016268238
Clopimozide [CCS=221.465] [M+H]+,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,JCZYXTVBWHAWLL-UHFFFAOYSA-N,124.999748,CCMSLIB00016268381
BAMIFYLLINE [CCS=193.66] [M+H]+,CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,VVUYEFBRTFASAH-UHFFFAOYSA-N,165.0136977,CCMSLIB00016269168
Clobazam [CCS=171.155] [M+H]+,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CXOXHMZGEKVPMT-UHFFFAOYSA-N,108.9981878,CCMSLIB00016269463
Diflumidone [CCS=172.522] [M+H]+,O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1,JLBDOSAQLCZTSX-UHFFFAOYSA-N,720.0023128,CCMSLIB00016269634
Quifenadine [CCS=177.392] [M+H]+,OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,MFPSKBJNXMJRJP-UHFFFAOYSA-N,877.5570024,CCMSLIB00016269802
BEZITRAMIDE [CCS=224.71685791015625] [M+Na]+,CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,FLKWNFFCSSJANB-UHFFFAOYSA-N,60.39718,CCMSLIB00016224914
Anethole trithione [M+H]+,COc1ccc(-c2cc(=S)ss2)cc1,KYLIZBIRMBGUOP-UHFFFAOYSA-N,6000.64899,CCMSLIB00016143020
Lanatoside A [M+NH4]+,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,YFGQJKBUXPKSAW-UHFFFAOYSA-N,99.99711089,CCMSLIB00016145182
Pheneturide [M+H]+,CCC(C(=O)NC(N)=O)c1ccccc1,AJOQSQHYDOFIOX-UHFFFAOYSA-N,640.9844606,CCMSLIB00016146570
metiazinic acid [M+H]+,CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,LMINNBXUMGNKMM-UHFFFAOYSA-N,224.9660022,CCMSLIB00016146702
metildigoxin [M+H]+,COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,IYJMSDVSVHDVGT-UHFFFAOYSA-N,2.100063398,CCMSLIB00016148965
Pirprofen [M+H]+,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,PIDSZXPFGCURGN-UHFFFAOYSA-N,192.9976996,CCMSLIB00016150461
Benmoxin [M+H]+,CC(NNC(=O)c1ccccc1)c1ccccc1,BEWNZPMDJIGBED-UHFFFAOYSA-N,459.9885144,CCMSLIB00016151618
Terbufibrol [M-H]-,CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,PXODZCMXOZRVEN-UHFFFAOYSA-N,319.9934964,CCMSLIB00016152450
phenobarbital [M-H]-,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,DDBREPKUVSBGFI-UHFFFAOYSA-N,129.9949622,CCMSLIB00016155375
"3,4-dichloroaniline (known isomers: 0; isobaric peaks: 0) M+H",Nc1ccc(Cl)c(Cl)c1,SDYWXFYBZPNOFX-UHFFFAOYSA-N,674.9625052,CCMSLIB00014903705
butyryl-chloride_1-pentanol (known isomers: 8; isobaric peaks: 1) M+NH4,CCCCCOC(=O)CCC,CFNJLPHOBMVMNS-UHFFFAOYSA-N,11949.9245,CCMSLIB00015139417
bisphenol A (known isomers: 0; isobaric peaks: 0) M+NH4,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,IISBACLAFKSPIT-UHFFFAOYSA-N,3999.98248,CCMSLIB00014912607
acetyl chloride_benzyl alcohol (known isomers: 1; isobaric peaks: 1) M+NH4,CC(=O)OCc1ccccc1,QUKGYYKBILRGFE-UHFFFAOYSA-N,2199.897452,CCMSLIB00015060634
Cinnamic acid_benzyl alcohol (known isomers: 1; isobaric peaks: 0) M+H,O=C(C=Cc1ccccc1)OCc1ccccc1,NGHOLYJTSCBCGC-UHFFFAOYSA-N,3759.905325,CCMSLIB00015085077
Isoeugenol (known isomers: 0; isobaric peaks: 6) M+H,CC=Cc1ccc(O)c(OC)c1,BJIOGJUNALELMI-UHFFFAOYSA-N,1409.965651,CCMSLIB00015321785
thymol [M+H]+,Cc1ccc(C(C)C)c(O)c1,MGSRCZKZVOBKFT-UHFFFAOYSA-N,879.994141,CCMSLIB00006362088
"(2R,3R,4S)-6-(((2R,4S)-6-(((2R,4S,6R)-6-(((10S,13S,17S)-12,14-dihydroxy-10,13-dimethyl-17-(5-oxo-2,5-dihydrofuran-3-yl)hexadecahydro-1H-cyclopenta[a]phenanthren-3-yl)oxy)-4-hydroxy-2-methyltetrahydro-2H-pyran-3-yl)oxy)-4-hydroxy-2-methyltetrahydro-2H-pyran-3-yl)oxy)-3-hydroxy-2-methyltetrahydro-2H-pyran-4-yl acetate [M+H]+",CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,HWKJSYYYURVNQU-UHFFFAOYSA-N,3.300056133,CCMSLIB00006433323
"(10S,13R)-3-(((2R,4S,6R)-5-(((4S,6R)-5-(((4S,5S,6R)-4,5-dihydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-4-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-14-hydroxy-10,13-dimethyl-17-(5-oxo-2,5-dihydrofuran-3-yl)hexadecahydro-1H-cyclopenta[a]phenanthren-16-yl acetate [M+H]+",CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,NEBPBFLVSYFRQE-UHFFFAOYSA-N,2.500042526,CCMSLIB00006433977
"Massbank:EA008402 Dichlobenil|2,6-Dichlorobenzonitrile|2,6-bis(chloranyl)benzenecarbonitrile [M+H]+",N#Cc1c(Cl)cccc1Cl,YOYAIZYFCNQIRF-UHFFFAOYSA-N,680.9841642,CCMSLIB00000206566
"Massbank:EA025501 Tebutam|2,2-dimethyl-N-(phenylmethyl)-N-propan-2-yl-propanamide|N-Benzyl-N-isopropylpivalamide [M+H]+",CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,RJKCKKDSSSRYCB-UHFFFAOYSA-N,2024.956612,CCMSLIB00000207820
"Massbank:EA027501 Dicamba|3,6-bis(chloranyl)-2-methoxy-benzoic acid [M+H]+",COc1c(Cl)ccc(Cl)c1C(=O)O,IWEDIXLBFLAXBO-UHFFFAOYSA-N,2999.877852,CCMSLIB00000207974
"Massbank:EA274101 Propazine|6-chloranyl-N2,N4-di(propan-2-yl)-1,3,5-triazine-2,4-diamine [M+H]+",CC(C)Nc1nc(Cl)nc(NC(C)C)n1,WJNRPILHGGKWCK-UHFFFAOYSA-N,1199.97388,CCMSLIB00000210624
