name,Canonical SMILES,InChIKey,SPECTRUMID,Toxicity Value
Pesticide6_Fenarimol_C17H12Cl2N2O_(2-Chlorophenyl)(4-chlorophenyl)5-pyrimidinylmethanol M+H,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,NHOWDZOIZKMVAI-UHFFFAOYSA-N,CCMSLIB00001058561,199.9987923
"Pesticide4_Amitraz_C19H23N3_N'-(2,4-Dimethylphenyl)-N-{(E)-[(2,4-dimethylphenyl)imino]methyl}-N-methylimidoformamide M+H",Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,QXAITBQSYVNQDR-UHFFFAOYSA-N,CCMSLIB00001058578,99.99522858
"Pesticide6_Bitertanol_C20H23N3O2_1-(4-Biphenylyloxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)-2-butanol M+H",CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,CCMSLIB00001058597,4999.659182
Pesticide1_Trichlorfon_C4H8Cl3O4P_Cekufon M+H,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,NFACJZMKEDPNKN-UHFFFAOYSA-N,CCMSLIB00001058639,399.989124
"Pesticide1_Vamidothion_C8H18NO4PS2_Phosphorothioic acid, O,O-dimethyl S-[2-[[1-methyl-2-(methylamino)-2-oxoethyl]thio]ethyl] ester M+H",CNC(=O)C(C)SCCSP(=O)(OC)OC,LESVOLZBIFDZGS-UHFFFAOYSA-N,CCMSLIB00001058650,109.9835387
Pesticide1_Carbaryl_C12H11NO2_1-Naphthyl methylcarbamate M+H,CNC(=O)Oc1cccc2ccccc12,CVXBEEMKQHEXEN-UHFFFAOYSA-N,CCMSLIB00001058720,758.9811408
MMV004168 M+H,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,WEUCDJCFJHYFRL-UHFFFAOYSA-N,CCMSLIB00004722096,200.0254083
MMV001499 M+H,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,ARFHIAQFJWUCFH-UHFFFAOYSA-N,CCMSLIB00004722097,1999.951272
Spectral Match to Cromolyn from NIST14 M+H,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,IMZMKUWMOSJXDT-UHFFFAOYSA-N,CCMSLIB00003134785,4000.256204
Spectral Match to Carbetamide from NIST14 M+H,CCNC(=O)C(C)OC(=O)Nc1ccccc1,AMRQXHFXNZFDCH-UHFFFAOYSA-N,CCMSLIB00003135138,899.9961908
Spectral Match to Flunarizine from NIST14 M+H,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,SMANXXCATUTDDT-UHFFFAOYSA-N,CCMSLIB00003136516,1999.980222
Spectral Match to 6-Aminocaproic acid from NIST14 M+H-H2O,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,CCMSLIB00003137149,6999.733179
Spectral Match to Isoxsuprine from NIST14 M+H,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,CCMSLIB00003137950,1200.055741
Spectral Match to Pyrantel from NIST14 M+H,CN1CCCN=C1C=Cc1cccs1,YSAUAVHXTIETRK-UHFFFAOYSA-N,CCMSLIB00003138340,1999.961222
Spectral Match to Nefopam from NIST14 M+H,CN1CCOC(c2ccccc2)c2ccccc2C1,RGPDEAGGEXEMMM-UHFFFAOYSA-N,CCMSLIB00003139439,199.9960527
furfural M+H,O=Cc1ccco1,BBNYLDSWVXSNOQ-UHFFFAOYSA-N,CCMSLIB00006674365,989.8943648
azaconazole [M+H]+,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,CCMSLIB00006581660,113.9981008
azinphos-ethyl [M+H]+,CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,RQVGAIADHNPSME-UHFFFAOYSA-N,CCMSLIB00006581661,12.0004864
disulfoton [M+H]+,CCOP(=S)(OCC)SCCSCC,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,CCMSLIB00006581668,4.999763135
fenamiphos [M+H]+,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,ZCJPOPBZHLUFHF-UHFFFAOYSA-N,CCMSLIB00006581669,9.999868147
azinphos-methyl [M+H]+,COP(=S)(OC)SCn1nnc2ccccc2c1=O,CJJOSEISRRTUQB-UHFFFAOYSA-N,CCMSLIB00006581673,9.99899159
(Z)-chlorfenvinfos [M+H]+,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,FSAVDKDHPDSCTO-UHFFFAOYSA-N,CCMSLIB00006581688,1200.090108
dichlorvos [M+H]+,COP(=O)(OC)OC=C(Cl)Cl,OEBRKCOSUFCWJD-UHFFFAOYSA-N,CCMSLIB00006581692,99.99728476
phenthoate [M+H]+,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,XAMUDJHXFNRLCY-UHFFFAOYSA-N,CCMSLIB00006581730,500.0436993
propyzamide [M+H]+,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,PHNUZKMIPFFYSO-UHFFFAOYSA-N,CCMSLIB00006581736,9999.531484
quinalphos [M+H]+,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,JYQUHIFYBATCCY-UHFFFAOYSA-N,CCMSLIB00006581739,99.99865907
metamitron [M+H]+,Cc1nnc(-c2ccccc2)c(=O)n1N,VHCNQEUWZYOAEV-UHFFFAOYSA-N,CCMSLIB00006581775,999.965384
phenmedipham [M+H]+,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,IDOWTHOLJBTAFI-UHFFFAOYSA-N,CCMSLIB00006581781,3999.946725
phoxim [M+H]+,CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,ATROHALUCMTWTB-UHFFFAOYSA-N,CCMSLIB00006581783,249.9966479
methomyl [M+H]+,CNC(=O)ON=C(C)SC,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,CCMSLIB00006581810,19.99950682
thiodicarb [M+H]+,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,XDOTVMNBCQVZKG-UHFFFAOYSA-N,CCMSLIB00006581823,800.0473933
Ethidimuron [M+H]+,CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,KCOCSOWTADCKOL-UHFFFAOYSA-N,CCMSLIB00006581879,4999.394696
oxolinic acid CollisionEnergy:102040 M+H,CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,KYGZCKSPAKDVKC-UHFFFAOYSA-N,CCMSLIB00010104356,999.9885157
pipemidic acid CollisionEnergy:102040 M+H,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,JOHZPMXAZQZXHR-UHFFFAOYSA-N,CCMSLIB00010108545,1999.986814
CCG-208483 CollisionEnergy:102040 M+Na,CCC(C(=O)O)C1OC(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)C(C)CC1C,VHKXXVVRRDYCIK-UHFFFAOYSA-N,CCMSLIB00010110195,9.999503302
BSPBio_001473 CollisionEnergy:102040 M-H,CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,JJSYXNQGLHBRRK-UHFFFAOYSA-N,CCMSLIB00010111678,149.9838923
nicergoline CollisionEnergy:102040 M+H,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,YSEXMKHXIOCEJA-UHFFFAOYSA-N,CCMSLIB00010112595,790.009785
propoxyphene M+H,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,XLMALTXPSGQGBX-UHFFFAOYSA-N,CCMSLIB00009919371,100.006186
PIRENZEPINE [M+H]+,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,RMHMFHUVIITRHF-UHFFFAOYSA-N,CCMSLIB00012465045,3699.894709
SULFAMONOMETHOXINE [M+H]+,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,WMPXPUYPYQKQCX-UHFFFAOYSA-N,CCMSLIB00012465093,10000.03568
RITODRINE [M+H]+,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,IOVGROKTTNBUGK-UHFFFAOYSA-N,CCMSLIB00012465110,2457.923017
METAPROTERENOL [M+K]+,CC(C)NCC(O)c1cc(O)cc(O)c1,LMOINURANNBYCM-UHFFFAOYSA-N,CCMSLIB00012465155,124.9994084
OXYPHENCYCLIMINE [M+H]+,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,DUDKAZCAISNGQN-UHFFFAOYSA-N,CCMSLIB00012465241,999.840328
PARGYLINE [M+H]+,C#CCN(C)Cc1ccccc1,DPWPWRLQFGFJFI-UHFFFAOYSA-N,CCMSLIB00012465654,174.9978021
CEFADROXIL [M+H]+,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,BOEGTKLJZSQCCD-UHFFFAOYSA-N,CCMSLIB00012465883,2000.027517
ZOMEPIRAC [M+H]+,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,ZXVNMYWKKDOREA-UHFFFAOYSA-N,CCMSLIB00012466021,99.99862882
VALPROATE [M+H]+,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,CCMSLIB00012466278,1419.960616
CYCLOSERINE [M+Na]+,NC1CONC1=O,DYDCUQKUCUHJBH-UHFFFAOYSA-N,CCMSLIB00012466316,1999.94123
HETACILLIN [M+H]+,CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,DXVUYOAEDJXBPY-UHFFFAOYSA-N,CCMSLIB00012466399,4000.236212
DICLOXACILLIN [M+H]+,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,YFAGHNZHGGCZAX-UHFFFAOYSA-N,CCMSLIB00012466515,2999.783132
IPRATROPIUM [M]+,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,OEXHQOGQTVQTAT-UHFFFAOYSA-N,CCMSLIB00012466639,1300.140768
THIORIDAZINE [M+H]+,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,KLBQZWRITKRQQV-UHFFFAOYSA-N,CCMSLIB00012466865,160.0056126
FENOTEROL [M+H]+,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,LSLYOANBFKQKPT-UHFFFAOYSA-N,CCMSLIB00012466907,149.9960444
FAMPRIDINE [M+H]+,Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N,CCMSLIB00012466978,3192.360345
AMSACRINE [M+H]+,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,XCPGHVQEEXUHNC-UHFFFAOYSA-N,CCMSLIB00012467211,50.00406646
MIDODRINE [M+H]+,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,PTKSEFOSCHHMPD-UHFFFAOYSA-N,CCMSLIB00012467224,149.9964608
CEFTIBUTEN [M+H]+,Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,UNJFKXSSGBWRBZ-UHFFFAOYSA-N,CCMSLIB00012467616,4999.597982
MEXILETINE [M+H]+,Cc1cccc(C)c1OCC(C)N,VLPIATFUUWWMKC-UHFFFAOYSA-N,CCMSLIB00012467877,355.9940424
DOBUTAMINE [M+H]+,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,JRWZLRBJNMZMFE-UHFFFAOYSA-N,CCMSLIB00012467990,40.00185811
TOLMETIN [M+H]+,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,UPSPUYADGBWSHF-UHFFFAOYSA-N,CCMSLIB00012468142,799.9720159
THIAMYLAL [M+H]+,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N,CCMSLIB00012468637,133.9973658
ASTEMIZOLE [M+H]+,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,GXDALQBWZGODGZ-UHFFFAOYSA-N,CCMSLIB00012468653,320.0132581
ALPRENOLOL [M+H]+,C=CCc1ccccc1OCC(O)CNC(C)C,PAZJSJFMUHDSTF-UHFFFAOYSA-N,CCMSLIB00012468724,382.9938564
IPRONIAZID [M+H]+,CC(C)NNC(=O)c1ccncc1,NYMGNSNKLVNMIA-UHFFFAOYSA-N,CCMSLIB00012468830,94.99840989
CHLORALOSE [M+H]+,OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,OJYGBLRPYBAHRT-UHFFFAOYSA-N,CCMSLIB00012469022,249.9765773
SUXIBUZONE [M+H]+,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,ONWXNHPOAGOMTG-UHFFFAOYSA-N,CCMSLIB00012470773,373.0170135
CYCLOLEUCINE [M+Na]+,NC1(C(=O)O)CCCC1,NILQLFBWTXNUOE-UHFFFAOYSA-N,CCMSLIB00012471014,300.0023228
TULOBUTEROL [M+H]+,CC(C)(C)NCC(O)c1ccccc1Cl,YREYLAVBNPACJM-UHFFFAOYSA-N,CCMSLIB00012471367,299.9934131
CARMOFUR [M+H]+,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,AOCCBINRVIKJHY-UHFFFAOYSA-N,CCMSLIB00012471443,64.99873676
sofalcone [M+H]+,CC(C)=CCOc1ccc(C=CC(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,GFWRVVCDTLRWPK-UHFFFAOYSA-N,CCMSLIB00012279660,19998.62387
Opc 21268 [M+H]+,CC(=O)NCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1,KSNUCNRMDYJBKT-UHFFFAOYSA-N,CCMSLIB00012287329,1999.773109
Pemirolast [M+H]+,Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,HIANJWSAHKJQTH-UHFFFAOYSA-N,CCMSLIB00012287446,5999.868541
Brofaromine [M+H]+,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,WZXHSWVDAYOFPE-UHFFFAOYSA-N,CCMSLIB00012296741,99.99967759
CLORPRENALINE [M+H-H2O]+,CC(C)NCC(O)c1ccccc1Cl,SSMSBSWKLKKXGG-UHFFFAOYSA-N,CCMSLIB00012299638,399.985026
eperisone [M+H]+,CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,SQUNAWUMZGQQJD-UHFFFAOYSA-N,CCMSLIB00012303681,750.0202389
dorzolamide [M+H]+,CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,IAVUPMFITXYVAF-UHFFFAOYSA-N,CCMSLIB00012305769,249.9622438
ROXATIDINE ACETATE [M+H]+,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,SMTZFNFIKUPEJC-UHFFFAOYSA-N,CCMSLIB00012316346,99.98765944
Etofylline clofibrate [M+H]+,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,KYAKGJDISSNVPZ-UHFFFAOYSA-N,CCMSLIB00012318242,9998.740661
ibuprofen piconol [M+H-H2O]+,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,ACEWLPOYLGNNHV-UHFFFAOYSA-N,CCMSLIB00012319779,4000.026902
oxiracetam [M+H]+,NC(=O)CN1CC(O)CC1=O,IHLAQQPQKRMGSS-UHFFFAOYSA-N,CCMSLIB00012320405,10000.1897
Bevantolol [M+H]+,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,HXLAFSUPPDYFEO-UHFFFAOYSA-N,CCMSLIB00012327421,435.9507762
trandolapril [M+H]+,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,VXFJYXUZANRPDJ-UHFFFAOYSA-N,CCMSLIB00012331130,1999.790964
LEVOBUNOLOL [M+H]+,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,IXHBTMCLRNMKHZ-UHFFFAOYSA-N,CCMSLIB00012332426,100.0030886
Sarpogrelate [M+H]+,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,FFYNAVGJSYHHFO-UHFFFAOYSA-N,CCMSLIB00012335128,2999.909202
imidapril [M+H]+,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(=O)N(C)CC1C(=O)O,KLZWOWYOHUKJIG-UHFFFAOYSA-N,CCMSLIB00012341086,1799.773585
oxatomide [M+H]+,O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,BAINIUMDFURPJM-UHFFFAOYSA-N,CCMSLIB00012343725,2000.168789
Dilazep [M+H]+,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,QVZCXCJXTMIDME-UHFFFAOYSA-N,CCMSLIB00012344037,316.001568
Chlorquinaldol [M+H]+,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,GPTXWRGISTZRIO-UHFFFAOYSA-N,CCMSLIB00012346605,2249.921079
MOEXIPRIL [M+H]+,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,UWWDHYUMIORJTA-UHFFFAOYSA-N,CCMSLIB00012347534,900.0433225
diflucortolone valerate [M+H]+,CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,HHJIUUAMYGBVSD-UHFFFAOYSA-N,CCMSLIB00012347666,1000.05015
voglibose [M+H]+,OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O,FZNCGRZWXLXZSZ-UHFFFAOYSA-N,CCMSLIB00012348815,2000.014967
82410-32-0 [M+H]+,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,IRSCQMHQWWYFCW-UHFFFAOYSA-N,CCMSLIB00012349887,999.9843275
Pidotimod [M+H]+,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,UUTKICFRNVKFRG-UHFFFAOYSA-N,CCMSLIB00012357193,3999.967249
butenafine [M+H]+,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,ABJKWBDEJIDSJZ-UHFFFAOYSA-N,CCMSLIB00012358285,5000.377987
GLUFOSINATE [M+H]+,CP(=O)(O)CCC(N)C(=O)O,IAJOBQBIJHVGMQ-UHFFFAOYSA-N,CCMSLIB00012358489,200.0022084
FENTICONAZOLE [M+H]+,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,ZCJYUTQZBAIHBS-UHFFFAOYSA-N,CCMSLIB00012359401,999.9780411
SPBio_002628 [M]+,NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,SYLKGLMBLAAGSC-UHFFFAOYSA-O,CCMSLIB00013030587,15001.01205
ESTRAMUSTINE PHOSPHATE [M+H]+,CC12CCC3c4ccc(OC(=O)N(CCCl)CCCl)cc4CCC3C1CCC2OP(=O)(O)O,ADFOJJHRTBFFOF-UHFFFAOYSA-N,CCMSLIB00013033686,3000.057647
Bifemelane [M+H]+,CNCCCCOc1ccccc1Cc1ccccc1,QSQQPMHPCBLLGX-UHFFFAOYSA-N,CCMSLIB00013039043,151.0067263
tranexamic acid [M+H]+,NCC1CCC(C(=O)O)CC1,GYDJEQRTZSCIOI-UHFFFAOYSA-N,CCMSLIB00013046343,4999.904586
tiapride [M+H]+,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,JTVPZMFULRWINT-UHFFFAOYSA-N,CCMSLIB00013050651,239.9751548
zotepine [M+H]+,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,HDOZVRUNCMBHFH-UHFFFAOYSA-N,CCMSLIB00013051457,1000.096424
CARBAZOCHROME SULFONIC ACID [M+H]+,CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)O,OQVRCWUMFBNYKF-UHFFFAOYSA-N,CCMSLIB00013053522,4999.900099
Carindacillin [M+H]+,CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,JIRBAUWICKGBFE-UHFFFAOYSA-N,CCMSLIB00013059323,866.0796875
cefuroxime axetil [M+NH4]+,CON=C(C(=O)NC1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CSC12)c1ccco1,KEJCWVGMRLCZQQ-UHFFFAOYSA-N,CCMSLIB00013060223,5000.186099
droxidopa [M+H]+,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,QXWYKJLNLSIPIN-UHFFFAOYSA-N,CCMSLIB00013061767,5000.023455
Flucloxacillin [M+H]+,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,UIOFUWFRIANQPC-UHFFFAOYSA-N,CCMSLIB00013062330,10000.46269
BUPRANOLOL [M+H]+,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,HQIRNZOQPUAHHV-UHFFFAOYSA-N,CCMSLIB00013064690,437.9871079
mofezolac [M+H]+,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,DJEIHHYCDCTAAH-UHFFFAOYSA-N,CCMSLIB00013066128,799.8891993
Nithiamide [M-H]-,CC(=O)Nc1ncc([N+](=O)[O-])s1,UJRRDDHEMZLWFI-UHFFFAOYSA-N,CCMSLIB00012305641,125
Dichlorophen [M-H]-,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,MDNWOSOZYLHTCG-UHFFFAOYSA-N,CCMSLIB00012322839,1999.947978
Ecabet [M-H]-,CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2,IWCWQNVIUXZOMJ-UHFFFAOYSA-N,CCMSLIB00012334709,1999.968461
bronopol [M+Cl]-,O=[N+]([O-])C(Br)(CO)CO,LVDKZNITIUWNER-UHFFFAOYSA-N,CCMSLIB00012336891,250.0024999
Fidarestat [M-H]-,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1,WAAPEIZFCHNLKK-UHFFFAOYSA-N,CCMSLIB00012346242,1999.94986
XIPAMIDE [M-H]-,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,MTZBBNMLMNBNJL-UHFFFAOYSA-N,CCMSLIB00012350439,1499.936585
Ethylparaben [M-H]-,CCOC(=O)c1ccc(O)cc1,NUVBSKCKDOMJSU-UHFFFAOYSA-N,CCMSLIB00012855429,4999.819464
Difenacoum M+H,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,FVQITOLOYMWVFU-UHFFFAOYSA-N,CCMSLIB00012728819,49.99662567
Procaterol_CE15 M+H,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,FKNXQNWAXFXVNW-UHFFFAOYSA-N,CCMSLIB00013933831,4999.948335
Mabuterol_CE15 M+H,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,JSJCTEKTBOKRST-UHFFFAOYSA-N,CCMSLIB00013933880,228.9948416
Reproterol_CE15 M+H,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,WVLAAKXASPCBGT-UHFFFAOYSA-N,CCMSLIB00013933915,399.9876739
Anilazine_CE15 M+H,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,IMHBYKMAHXWHRP-UHFFFAOYSA-N,CCMSLIB00013938133,4999.528175
Triforine_CE15 M+Na,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,RROQIUMZODEXOR-UHFFFAOYSA-N,CCMSLIB00013938462,2000.156335
Pyridaphenthion_CE15 M+H,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,CXJSOEPQXUCJSA-UHFFFAOYSA-N,CCMSLIB00013938789,11999.96473
Benazolin-ethyl_CE15 M+H,CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,WQRCEBAZAUAUQC-UHFFFAOYSA-N,CCMSLIB00013939242,4999.907996
Kinoprene_CE15 M+H,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,FZRBKIRIBLNOAM-UHFFFAOYSA-N,CCMSLIB00013939284,3159.771363
Flubenzimine; Cropotex_CE15 M+H,FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,IZFZCMFMJKDHJZ-UHFFFAOYSA-N,CCMSLIB00013939382,499.939954
Fluridone_CE15 M+H,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,YWBVHLJPRPCRSD-UHFFFAOYSA-N,CCMSLIB00013939459,499.9681164
Heptenophos_CE15 M+H,COP(=O)(OC)OC1=C(Cl)C2C=CCC12,GBAWQJNHVWMTLU-UHFFFAOYSA-N,CCMSLIB00013939543,499.9840389
Edifenphos_CE15 M+H,CCOP(=O)(Sc1ccccc1)Sc1ccccc1,AWZOLILCOUMRDG-UHFFFAOYSA-N,CCMSLIB00013939578,350.0225534
Crufomate_CE15 M+H,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,BOFHKBLZOYVHSI-UHFFFAOYSA-N,CCMSLIB00013939669,999.9828603
Flocoumafen_CE15 M+H,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,KKBGNYHHEIAGOH-UHFFFAOYSA-N,CCMSLIB00013939767,0.074992673
Etofenprox_CE15 M+NH4,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,YREQHYQNNWYQCJ-UHFFFAOYSA-N,CCMSLIB00013939795,5000.053123
Brodifacoum_CE15 M+H,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,VEUZZDOCACZPRY-UHFFFAOYSA-N,CCMSLIB00013939802,0.249987582
Deltamethrin_CE15 M+NH4,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,OWZREIFADZCYQD-UHFFFAOYSA-N,CCMSLIB00013939837,299996.4371
Methoprene_CE15 M+H,COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,NFGXHKASABOEEW-UHFFFAOYSA-N,CCMSLIB00013939900,5000.35429
Benzoylprop ethyl_CE15 M+H,CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,SLCGUGMPSUYJAY-UHFFFAOYSA-N,CCMSLIB00013939977,1999.759723
Coumatetralyl_CE15 M+H,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,ULSLJYXHZDTLQK-UHFFFAOYSA-N,CCMSLIB00013940075,34.99592929
