name,Canonical SMILES,InChIKey,Toxicity Value,SPECTRUMID
TOLPERISONE [M+H]+,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,FSKFPVLPFLJRQB-UHFFFAOYSA-N,44.99889963,CCMSLIB00012471571
Yunaconitine [M+H]+,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14,LLEMSCWAKNQHHA-UHFFFAOYSA-N,0.030001228,CCMSLIB00012279395
Olprinone [M+H]+,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1,JPAWFIIYTJQOKW-UHFFFAOYSA-N,99.9956045,CCMSLIB00012285524
iopamidol [M+NH4]+,CC(O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,XQZXYNRDCRIARQ-UHFFFAOYSA-N,35000.54049,CCMSLIB00012300663
Acetrizoic acid [M+H]+,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,GNOGSFBXBWBTIG-UHFFFAOYSA-N,6299.966064,CCMSLIB00012301625
vesnarinone [M]+,COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,ZVNYJIZDIRKMBF-UHFFFAOYSA-N,63.30656273,CCMSLIB00012308780
Cefodizime [M+H]+,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,XDZKBRJLTGRPSS-UHFFFAOYSA-N,5000.145382,CCMSLIB00012312922
Tipepidine [M+H]+,CN1CCCC(=C(c2cccs2)c2cccs2)C1,JWIXXNLOKOAAQT-UHFFFAOYSA-N,43.99329075,CCMSLIB00012316184
ROXATIDINE ACETATE [M+H]+,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,SMTZFNFIKUPEJC-UHFFFAOYSA-N,74.99074451,CCMSLIB00012316346
oxiracetam [M+H]+,NC(=O)CN1CC(O)CC1=O,IHLAQQPQKRMGSS-UHFFFAOYSA-N,5000.094844,CCMSLIB00012320405
Moxisylyte [M+H]+,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,VRYMTAVOXVTQEF-UHFFFAOYSA-N,54.49804922,CCMSLIB00012325134
oxprenolol [M+H]+,C=CCOc1ccccc1OCC(O)CNC(C)C,CEMAWMOMDPGJMB-UHFFFAOYSA-N,17.32031224,CCMSLIB00012327574
Dihydro-beta-erythroidine [M+H]+,COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,ALSKYCOJJPXPFS-UHFFFAOYSA-N,1.099968041,CCMSLIB00012334588
Chlorphenoxamine [M+H]+,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,KKHPNPMTPORSQE-UHFFFAOYSA-N,30.79665476,CCMSLIB00012335169
aclarubicin [M+H]+,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,USZYSDMBJDPRIF-UHFFFAOYSA-N,6.000162583,CCMSLIB00012340277
Dilazep [M+H]+,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,QVZCXCJXTMIDME-UHFFFAOYSA-N,11.20005557,CCMSLIB00012344037
82410-32-0 [M+H]+,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,IRSCQMHQWWYFCW-UHFFFAOYSA-N,149.9976491,CCMSLIB00012349887
(+)-Penbutolol [M+H]+,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,KQXKVJAGOJTNJS-UHFFFAOYSA-N,19.99759808,CCMSLIB00012351304
Tetraethylammonium [M]+,CC[N+](CC)(CC)CC,CBXCPBUEXACCNR-UHFFFAOYSA-N,44.49548285,CCMSLIB00012354450
Pidotimod [M+H]+,O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,UUTKICFRNVKFRG-UHFFFAOYSA-N,1999.983623,CCMSLIB00012357193
amikacin [M+H]+,NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,LKCWBDHBTVXHDL-UHFFFAOYSA-N,382.9947679,CCMSLIB00012360849
amifostine [M+H]+,NCCCNCCSP(=O)(O)O,JKOQGQFVAUAYPM-UHFFFAOYSA-N,274.0038372,CCMSLIB00012361539
dexamethasone palmitate [M+H]+,CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,WDPYZTKOEFDTCU-UHFFFAOYSA-N,160.004565,CCMSLIB00013039399
Tazobactam [M+H]+,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,LPQZKKCYTLCDGQ-UHFFFAOYSA-N,4999.900099,CCMSLIB00013043130
tranexamic acid [M+H]+,NCC1CCC(C(=O)O)CC1,GYDJEQRTZSCIOI-UHFFFAOYSA-N,1109.978819,CCMSLIB00013046343
zotepine [M+H]+,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,HDOZVRUNCMBHFH-UHFFFAOYSA-N,26.6025649,CCMSLIB00013051457
CARBAZOCHROME SULFONIC ACID [M+H]+,CN1c2cc(O)c(N=NC(N)=O)cc2CC1S(=O)(=O)O,OQVRCWUMFBNYKF-UHFFFAOYSA-N,599.9880118,CCMSLIB00013053522
Flucloxacillin [M+H]+,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,UIOFUWFRIANQPC-UHFFFAOYSA-N,670.0309989,CCMSLIB00013062330
Dimemorfan [M+H]+,Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,KBEZZLAAKIIPFK-UHFFFAOYSA-N,34.99931479,CCMSLIB00013065615
faropenem [M-H]-,CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,HGGAKXAHAYOLDJ-UHFFFAOYSA-N,1199.995795,CCMSLIB00012308911
XIPAMIDE [M-H]-,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,MTZBBNMLMNBNJL-UHFFFAOYSA-N,49.99788625,CCMSLIB00012350439
Procaterol_CE15 M+H,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,FKNXQNWAXFXVNW-UHFFFAOYSA-N,99.99896677,CCMSLIB00013933831
Mabuterol_CE15 M+H,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,JSJCTEKTBOKRST-UHFFFAOYSA-N,27.49938051,CCMSLIB00013933880
Reproterol_CE15 M+H,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,WVLAAKXASPCBGT-UHFFFAOYSA-N,159.9950694,CCMSLIB00013933915
Dimefox_CE15 M+H,CN(C)P(=O)(F)N(C)C,PGJBQBDNXAZHBP-UHFFFAOYSA-N,4.999837797,CCMSLIB00013938497
Deltamethrin_CE15 M+NH4,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,OWZREIFADZCYQD-UHFFFAOYSA-N,3.439959147,CCMSLIB00013939837
Azapetine [M+H]+,C=CCN1Cc2ccccc2-c2ccccc2C1,NYGHGTMKALXFIA-UHFFFAOYSA-N,49.99787538,CCMSLIB00016142783
Clobutinol [M+H]+,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,KVHHQGIIZCJATJ-UHFFFAOYSA-N,45.29840611,CCMSLIB00016142917
TIQUIZIUM [M+H]+,C[N+]12CCCCC1CCC(=C(c1cccs1)c1cccs1)C2,ZGSDGGRVFIYKKE-UHFFFAOYSA-N,14.1981957,CCMSLIB00016143177
Oxitropium [M+H]+,CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,NVOYVOBDTVTBDX-UHFFFAOYSA-N,39.99759339,CCMSLIB00016144011
emorfazone [M+H]+,CCOc1c(N2CCOCC2)cnn(C)c1=O,URJQOOISAKEBKW-UHFFFAOYSA-N,309.9935221,CCMSLIB00016144823
4-Methoxyamphetamine [M+H]+,COc1ccc(CC(C)N)cc1,NEGYEDYHPHMHGK-UHFFFAOYSA-N,6.99974582,CCMSLIB00016146199
Levofenfluramine [M+H]+,CCNC(C)Cc1cccc(C(F)(F)F)c1,DBGIVFWFUFKIQN-UHFFFAOYSA-N,22.99990056,CCMSLIB00016146448
BENZOCTAMINE [M+H]+,CNCC12CCC(c3ccccc31)c1ccccc12,GNRXCIONJWKSEA-UHFFFAOYSA-N,9.997714128,CCMSLIB00016146914
phenethicillin [M+H]+,CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,NONJJLVGHLVQQM-UHFFFAOYSA-N,102.9934994,CCMSLIB00016147498
Bunitrolol [M+H]+,CC(C)(C)NCC(O)COc1ccccc1C#N,VCVQSRCYSKKPBA-UHFFFAOYSA-N,35.9991302,CCMSLIB00016150647
meperidine [M+H]+,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,XADCESSVHJOZHK-UHFFFAOYSA-N,67.99780058,CCMSLIB00016153057
carbiniciline (known isomers: 0; isobaric peaks: 2) M+H,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,FPPNZSSZRUTDAP-UHFFFAOYSA-N,3999.936573,CCMSLIB00015241645
"Massbank:PR100423 N,N-Dimethylformamide|DMF|DMFA|N,N-Dimethylmethanamide|Formyldimethylamine|Formic acid dimethylamide|N,N-Dimethylformamide(DMF) [M+H]+",CN(C)C=O,ZMXDDKWLCZADIW-UHFFFAOYSA-N,469.9678495,CCMSLIB00000223247
